YR_EST,LAT_DEG,LONG_DEG,ELEV,PostOffice,State,County,DateEstablished,DateDiscontinued,ZipCode
1813,42.7989556,-77.1316402,271,GORHAM,NY,ONTARIO COUNTY,04/01/1813,,14461
1813,39.9309089,-79.6578191,342,YOUNGSTOWN,PA,WESTMORELAND COUNTY,04/01/1813,,15696
1813,42.6709176,-72.5495336,109,BERNARDSTON,MA,FRANKLIN COUNTY,04/08/1813,,1337
1813,37.4800544,-86.2938637,227,LEITCHFIELD,KY,GRAYSON COUNTY,04/10/1813,,42754
1813,37.2256023,-86.6835998,172,MORGANTOWN,KY,BUTLER COUNTY,04/12/1813,,42261
1813,40.0570411,-76.5521882,84,MARIETTA,PA,LANCASTER COUNTY,04/16/1813,,17547
1813,30.6943566,-88.0430541,3,MOBILE,AL,MOBILE COUNTY,05/00/1813,,36601
1813,39.4453393,-83.8285375,310,WILMINGTON,OH,CLINTON COUNTY,05/04/1813,,45177
1813,39.8231643,-75.869665,176,JENNERSVILLE,PA,CHESTER COUNTY,06/05/1813,2/29/04,
1813,42.9162011,-70.8636648,19,HAMPTON FALLS,NH,ROCKINGHAM COUNTY,06/16/1813,,3844
1813,39.9881261,-81.1764961,387,BARNESVILLE,OH,BELMONT COUNTY,06/22/1813,,43713
1813,43.4595138,-76.2288176,125,MEXICO,NY,OSWEGO COUNTY,07/01/1813,,13114
1813,38.3142821,-75.1907436,3,TRAPPE,MD,TALBOT COUNTY,07/01/1813,,21673
1813,43.0203609,-71.600349,95,GOFFSTOWN,NH,HILLSBOROUGH COUNTY,07/08/1813,,3045
1813,39.4739514,-82.9107333,241,KINGSTON,OH,ROSS COUNTY,07/15/1813,,45644
1813,43.3636827,-73.5315025,93,KINGSBURY,NY,WASHINGTON COUNTY,07/24/1813,10/31/21,
1813,42.700915,-73.1087148,220,NORTH ADAMS,MA,BERKSHIRE COUNTY,07/26/1813,,1247
1813,44.6286705,-74.8138041,272,PARISHVILLE,NY,SAINT LAWRENCE COUNTY,08/02/1813,,13672
1813,35.8456213,-86.39027,186,MURFREESBORO,TN,RUTHERFORD COUNTY,08/06/1813,,37130
1813,,,,FIELDS MILLS,VA,BRUNSWICK COUNTY,08/07/1813,00/00/1822,
1813,39.9611755,-82.9987942,235,COLUMBUS,OH,FRANKLIN COUNTY,08/13/1813,,43216
1813,42.7225677,-75.7199101,413,OTSELIC,NY,CHENANGO COUNTY,08/13/1813,,13129
1813,,,,SMITH'S STORE,SC,SPARTANBURG COUNTY,08/28/1813,01/18/1844,
1813,,,,DUPLIN OLD COURT HOUSE,NC,DUPLIN COUNTY,09/13/1813,11/30/1841,
1813,30.4754702,-90.1009108,8,COVINGTON,LA,SAINT TAMMANY PARISH,11/08/1813,,70433
1813,30.2576953,-91.0992706,7,SAINT GABRIEL,LA,IBERVILLE PARISH,12/01/1813,,70776
1814,44.3806065,-73.227626,47,SHELBURNE,VT,CHITTENDEN COUNTY,01/13/1814,,5482
1814,37.9412507,-77.6544326,87,BEAVERDAM,VA,HANOVER COUNTY,01/15/1814,,23015
1814,38.2856247,-85.8241312,137,NEW ALBANY,IN,FLOYD COUNTY,01/25/1814,,47150
1814,43.9697892,-72.0806443,158,PIERMONT,NH,GRAFTON COUNTY,02/11/1814,,3779
1814,33.5123582,-81.9390035,135,BRADLEYVILLE,SC,SUMTER COUNTY,02/23/1814,03/30/1861,
1814,,,,COFFEE FERRY,KY,PULASKI COUNTY,02/28/1814,05/00/1819,
1814,30.0035365,-91.8187285,5,NEW IBERIA,LA,IBERIA PARISH,03/02/1814,,70560
1814,36.3464805,-83.2282266,332,MOORESBURG,TN,HAWKINS COUNTY,03/04/1814,,37811
1814,38.9412244,-76.0804996,6,WYE MILLS,MD,TALBOT COUNTY,03/26/1814,,21679
1814,42.8642267,-78.2802946,299,ATTICA,NY,WYOMING COUNTY,04/06/1814,,14011
1814,41.1014451,-81.441779,339,TALLMADGE,OH,SUMMIT COUNTY,04/09/1814,,44278
1814,42.6764593,-76.8230111,295,OVID,NY,SENECA COUNTY,04/13/1814,,14521
1814,44.3750471,-73.7281951,216,JAY,NY,ESSEX COUNTY,04/17/1814,,12941
1814,43.2331158,-77.9275129,130,CLARKSON,NY,MONROE COUNTY,04/18/1814,,14430
1814,35.4125782,-85.9702614,324,HILLSBORO,TN,COFFEE COUNTY,04/21/1814,,37342
1814,36.726532,-78.1288857,137,SOUTH HILL,VA,MECKLENBURG COUNTY,04/23/1814,,23970
1814,39.8984042,-81.8273541,220,CHANDLERSVILLE,OH,MUSKINGUM COUNTY,04/28/1814,,43727
1814,37.798754,-78.4955648,85,SCOTTSVILLE,VA,ALBEMARLE COUNTY,04/29/1814,,24590
1814,39.9148123,-77.9047206,193,FORT LOUDON,PA,FRANKLIN COUNTY,05/03/1814,,17224
1814,42.1042612,-72.3189699,131,MONSON,MA,HAMPDEN COUNTY,06/24/1814,,1057
1814,38.1448015,-83.7640847,306,OWINGSVILLE,KY,BATH COUNTY,07/01/1814,,40360
1814,39.2020121,-82.8137836,181,RICHMOND DALE,OH,ROSS COUNTY,07/01/1814,,45673
1814,40.4589248,-86.4888865,231,LEXINGTON,IN,SCOTT COUNTY,07/14/1814,,47138
1814,38.8503923,-76.5960728,47,WEST RIVER,MD,ANNE ARUNDEL COUNTY,07/18/1814,,20778
1814,42.1250995,-71.1022712,71,STOUGHTON,MA,NORFOLK COUNTY,08/08/1814,,2072
1814,40.9006335,-77.1560861,200,HARTLETON,PA,UNION COUNTY,10/10/1814,,17829
1814,38.7459482,-78.6422377,277,MOUNT JACKSON,VA,SHENANDOAH COUNTY,10/25/1814,,22842
1814,42.7247963,-75.0048795,389,OAKSVILLE,NY,OTSEGO COUNTY,10/26/1814,08/15/1815,
1814,39.1981593,-77.538322,85,GORESVILLE,VA,LOUDOUN COUNTY,10/27/1814,06/30/1892,
1814,39.2864787,-80.2561981,311,BRIDGEPORT,WV,HARRISON COUNTY,10/28/1814,,26330
1814,40.9533947,-80.3828432,236,WILLOW GROVE,PA,MONTGOMERY COUNTY,10/31/1814,,19090
1814,42.2097963,-76.4932748,303,SPENCER,NY,TIOGA COUNTY,11/03/1814,,14883
1814,42.7384038,-76.6179999,320,POPLAR RIDGE,NY,CAYUGA COUNTY,11/08/1814,,13139
1814,42.2328518,-76.3424357,275,CANDOR,NY,TIOGA COUNTY,11/13/1814,,13743
1814,35.8275672,-86.0716565,220,WOODBURY,TN,CANNON COUNTY,11/25/1814,,37190
1814,41.6142173,-81.1489883,396,CHARDON,OH,GEAUGA COUNTY,12/05/1814,,44024
1814,40.3659394,-74.9429448,22,LAMBERTVILLE,NJ,HUNTERDON COUNTY,12/21/1814,,8530
1814,41.991213,-70.861985,25,HALIFAX,MA,PLYMOUTH COUNTY,12/30/1814,,2338
1815,42.6659088,-74.3095787,183,SCHOHARIE,NY,SCHOHARIE COUNTY,01/04/1815,,12157
1815,42.598687,-74.3329156,195,MIDDLEBURGH,NY,SCHOHARIE COUNTY,01/05/1815,,12122
1815,43.1586786,-76.3327095,116,BALDWINSVILLE,NY,ONONDAGA COUNTY,01/08/1815,,13027
1815,41.9539754,-75.2804502,281,HANCOCK,NY,DELAWARE COUNTY,01/10/1815,,13783
1815,39.7303382,-83.3935286,302,BETHEL,OH,CLERMONT COUNTY,01/11/1815,,45106
1815,44.5928394,-70.228117,168,WILTON,ME,FRANKLIN COUNTY,01/13/1815,,4294
1815,39.9162109,-76.5844107,208,WINDSOR,PA,YORK COUNTY,01/14/1815,,17366
1815,42.9825634,-77.4088794,176,VICTOR,NY,ONTARIO COUNTY,01/21/1815,,14564
1815,43.5839671,-71.2072903,170,WOLFEBORO,NH,CARROLL COUNTY,01/21/1815,,3894
1815,42.7861936,-72.4864773,64,HINSDALE,NH,CHESHIRE COUNTY,01/24/1815,,3451
1815,42.9978411,-77.5044401,171,MENDON,NY,MONROE COUNTY,01/30/1815,,14506
1815,,,,ENON COLLEGE,TN,TROUSDALE COUNTY,02/03/1815,9/30/04,
1815,,,,MC WHORTERS MILL(S),VA,HARRISON COUNTY,02/04/1815,01/08/1818,
1815,42.6373017,-73.5406697,238,SAND LAKE,NY,RENSSELAER COUNTY,02/04/1815,,12153
1815,40.3539926,-75.3048982,104,SELLERSVILLE,PA,BUCKS COUNTY,02/09/1815,,18960
1815,42.4384124,-74.6873749,508,HARPERSFIELD,NY,DELAWARE COUNTY,03/11/1815,,13786
1815,35.7989551,-86.8441672,233,HARPETH,TN,WILLIAMSON COUNTY,04/04/1815,06/28/1847,
1815,42.7511964,-72.0098021,397,RINDGE,NH,CHESHIRE COUNTY,04/26/1815,,3461
1815,41.1475954,-73.9893061,48,NEW CITY,NY,ROCKLAND COUNTY,05/12/1815,,10956
1815,42.9028547,-73.6873405,27,MECHANICVILLE,NY,SARATOGA COUNTY,06/14/1815,,12118
1815,38.599243,-83.3187952,164,VANCEBURG,KY,LEWIS COUNTY,07/03/1815,,41179
1815,42.6153453,-77.4024853,245,NAPLES,NY,ONTARIO COUNTY,07/25/1815,,14512
1815,42.7156175,-78.0055618,418,PERRY,NY,WYOMING COUNTY,07/31/1815,,14530
1815,41.6067211,-80.572296,333,ANDOVER,OH,ASHTABULA COUNTY,08/02/1815,,44003
1815,43.9781236,-75.6093591,234,CARTHAGE,NY,JEFFERSON COUNTY,08/29/1815,,13619
1815,39.9203526,-80.7431407,212,MOUNDSVILLE,WV,MARSHALL COUNTY,09/01/1815,,26041
1815,39.7625729,-81.1153842,367,WOODSFIELD,OH,MONROE COUNTY,09/02/1815,,43793
1815,40.1634279,-76.3949615,125,MANHEIM,PA,LANCASTER COUNTY,09/05/1815,,17545
1815,39.6445214,-80.8575993,190,NEW MARTINSVILLE,WV,WETZEL COUNTY,09/14/1815,,26155
1815,44.6119942,-73.0087453,136,WESTFORD,VT,CHITTENDEN COUNTY,09/14/1815,,5494
1815,39.1242444,-81.7354088,181,BELLEVILLE,WV,WOOD COUNTY,09/15/1815,,26133
1815,40.0481561,-76.0199496,151,SPRINGVILLE,PA,SUSQUEHANNA COUNTY,09/19/1815,,18844
1815,39.0836712,-84.5085537,155,COVINGTON,KY,KENTON COUNTY,10/03/1815,,41011
1815,43.0778615,-71.2767305,110,CANDIA,NH,ROCKINGHAM COUNTY,10/04/1815,,3034
1815,39.5934339,-77.1160936,200,UNIONTOWN,MD,FREDERICK COUNTY,10/05/1815,12/18/1899,
1815,40.5375793,-77.3533213,135,MEXICO,PA,JUNIATA COUNTY,10/11/1815,,17056
1815,41.9667666,-71.1869939,32,NORTON,MA,BRISTOL COUNTY,10/13/1815,,2766
1815,39.6442633,-77.5858238,222,CAVETOWN,MD,WASHINGTON COUNTY,10/14/1815,,21720
1815,43.2472768,-79.0500466,90,YOUNGSTOWN,NY,NIAGARA COUNTY,10/17/1815,,14174
1815,,,,DE WITT,NY,ONONDAGA COUNTY,11/11/1815,2/28/55,
1815,40.2958814,-84.3696712,297,NEWPORT,OH,WASHINGTON COUNTY,11/15/1815,,45768
1815,42.4264662,-75.3832319,314,MOUNT UPTON,NY,CHENANGO COUNTY,11/21/1815,,13809
1815,42.3159098,-75.6385205,506,COVENTRY,NY,CHENANGO COUNTY,12/04/1815,12/1/23,
1815,42.9947879,-76.5327176,181,SENNETT,NY,CAYUGA COUNTY,12/28/1815,1/23/93,13150
1815,39.0861892,-81.8037443,183,LONG BOTTOM,OH,MEIGS COUNTY,12/29/1815,,45743
1816,40.1109255,-77.034978,173,DILLSBURG,PA,FRANKLIN COUNTY,01/08/1816,,17019
1816,36.6209725,-78.9216766,150,CLUSTER SPRINGS,VA,HALIFAX COUNTY,01/13/1816,,24535
1816,40.7539844,-75.5385178,221,CHERRYVILLE,PA,NORTHAMPTON COUNTY,02/06/1816,,18035
1816,40.7251,-74.9090573,189,NEWPORT,NJ,CUMBERLAND COUNTY,02/06/1816,,8345
1816,37.650351,-84.9516234,256,PERRYVILLE,KY,BOYLE COUNTY,02/12/1816,,40468
1816,36.4409871,-76.611617,10,SUNBURY,NC,GATES COUNTY,02/12/1816,,27979
1816,41.7056643,-70.3744686,13,WEST BARNSTABLE,MA,BARNSTABLE COUNTY,02/16/1816,,2668
1816,38.2331873,-78.369175,185,RUCKERSVILLE,VA,GREENE COUNTY,02/17/1816,,22968
1816,42.677853,-74.4854172,281,COBLESKILL,NY,SCHOHARIE COUNTY,02/23/1816,,12043
1816,42.5364661,-74.8865453,375,MARYLAND,NY,OTSEGO COUNTY,02/23/1816,,12116
1816,36.1229347,-77.1766291,23,LEWISTON WOODVILLE,NC,BERTIE COUNTY,03/04/1816,,27849
1816,38.5392299,-85.420514,143,BETHLEHEM,IN,CLARK COUNTY,03/06/1816,,47104
1816,38.3334597,-77.1416436,41,HAMPSTEAD,VA,KING GEORGE COUNTY,03/08/1816,6/15/16,
1816,36.4142281,-85.4416363,333,HILHAM,TN,OVERTON COUNTY,03/13/1816,,38568
1816,38.5200504,-89.9839935,157,BELLEVILLE,IL,SAINT CLAIR COUNTY,03/14/1816,,62220
1816,42.910622,-76.7966215,137,SENECA FALLS,NY,SENECA COUNTY,03/15/1816,,13148
1816,41.7014912,-71.1550451,34,FALL RIVER,MA,BRISTOL COUNTY,03/18/1816,,2722
1816,38.9847765,-85.609412,202,VERNON,IN,JENNINGS COUNTY,04/01/1816,,47282
1816,37.3973437,-80.7992431,495,PETERSTOWN,WV,MONROE COUNTY,04/03/1816,,24963
1816,,,,ROADSIDE,VA,ROCKINGHAM COUNTY,04/06/1816,03/02/1870,
1816,40.969543,-72.6917637,31,CENTERVILLE,NY,ALLEGANY COUNTY,04/08/1816,,14029
1816,,,,WHITE HOUSE STATION,NJ,HUNTERDON COUNTY,04/19/1816,,8889
1816,42.6353639,-72.2620284,254,NORTH ORANGE,MA,FRANKLIN COUNTY,05/03/1816,4/24/64,
1816,42.757013,-77.0146893,221,BELLONA,NY,YATES COUNTY,05/14/1816,,14415
1816,40.1814586,-80.8875904,381,HARRISVILLE,OH,HARRISON COUNTY,06/08/1816,,43974
1816,36.2393013,-80.8445152,283,JONESVILLE,NC,YADKIN COUNTY,06/10/1816,,28642
1816,39.8978327,-84.3063343,281,UNION,OH,MONTGOMERY COUNTY,07/01/1816,11/22/63,
1816,38.8603437,-84.3977162,212,GRANTS LICK,KY,CAMPBELL COUNTY,07/08/1816,03/14/1837,
1816,37.9995703,-79.8317193,681,HOT SPRINGS,VA,BATH COUNTY,07/09/1816,,24445
1816,41.826488,-72.7300945,40,BLOOMFIELD,CT,HARTFORD COUNTY,08/31/1816,,6002
1816,40.1536742,-82.6851699,351,JOHNSTOWN,OH,LICKING COUNTY,08/31/1816,,43031
1816,41.4459271,-74.4229341,170,MIDDLETOWN,NY,ORANGE COUNTY,10/22/1816,,10940
1816,42.1939835,-71.7600702,123,MILLBURY,MA,WORCESTER COUNTY,10/23/1816,,1527
1816,41.9903787,-70.9750426,30,BRIDGEWATER,MA,PLYMOUTH COUNTY,10/24/1816,,2324
1816,40.9634335,-72.184801,10,EAST HAMPTON,NY,SUFFOLK COUNTY,10/28/1816,,11937
1816,43.1681226,-76.5729987,140,CATO,NY,CAYUGA COUNTY,10/30/1816,,13033
1816,42.0834335,-71.0183787,36,BROCKTON,MA,PLYMOUTH COUNTY,11/02/1816,,2403
1816,42.5161824,-76.9280172,263,LAKEMONT,NY,YATES COUNTY,11/02/1816,,14857
1816,44.0461658,-73.5051262,259,MORIAH,NY,ESSEX COUNTY,11/04/1816,,12960
1816,43.8486707,-73.4234531,46,TICONDEROGA,NY,ESSEX COUNTY,11/05/1816,,12883
1816,40.1187084,-76.0471691,134,BLUE BALL,PA,LANCASTER COUNTY,11/06/1816,,17506
1816,43.8745094,-72.8078849,266,ROCHESTER,VT,WINDSOR COUNTY,11/06/1816,,5767
1816,40.1798165,-76.1788391,110,EPHRATA,PA,LANCASTER COUNTY,11/12/1816,,17522
1816,41.3581545,-72.5637023,117,KILLINGWORTH,CT,MIDDLESEX COUNTY,11/20/1816,6/30/04,
1816,42.3903615,-73.7815127,32,STUYVESANT,NY,COLUMBIA COUNTY,11/22/1816,,12173
1816,39.2884381,-77.2038717,264,DAMASCUS,MD,MONTGOMERY COUNTY,11/28/1816,,20872
1816,38.1942356,-85.5644033,214,JEFFERSONTOWN,KY,JEFFERSON COUNTY,12/09/1816,5/20/66,
1816,41.8439486,-79.1450445,361,WARREN,PA,WARREN COUNTY,12/29/1816,,16365
1816,42.0970023,-79.2353259,420,JAMESTOWN,NY,CHAUTAUQUA COUNTY,12/30/1816,,14701
1816,42.1514847,-71.6495113,83,NORTHBRIDGE,MA,WORCESTER COUNTY,12/30/1816,,1534
1816,38.5725523,-90.8820811,171,AUGUSTA,MO,SAINT CHARLES COUNTY,12/31/1816,,63332
1817,42.3217519,-74.0131885,101,WOODSTOCK,NY,ULSTER COUNTY,00/00/1817,,12498
1817,,,,WOODSTOCK,ME,OXFORD COUNTY,00/00/1817,10/20/1873,
1817,37.3433974,-85.3419069,248,CAMPBELLSVILLE,KY,TAYLOR COUNTY,01/02/1817,,42718
1817,39.5069974,-84.745231,283,OXFORD,OH,BUTLER COUNTY,01/02/1817,,45056
1817,43.9503352,-73.4370667,68,CROWN POINT,NY,ESSEX COUNTY,01/13/1817,,12928
1817,38.3120197,-84.027427,262,CARLISLE,KY,NICHOLAS COUNTY,01/28/1817,,40311
1817,41.6459404,-70.6183639,13,NORTH FALMOUTH,MA,BARNSTABLE COUNTY,01/30/1817,,2556
1817,31.543226,-92.9182136,31,CLOUTIERVILLE,LA,NATCHITOCHES PARISH,02/03/1817,,71416
1817,30.2240897,-92.0198427,11,LAFAYETTE,LA,LAFAYETTE PARISH,02/06/1817,,70501
1817,38.0908796,-88.1586488,120,CARMI,IL,WHITE COUNTY,02/12/1817,,62821
1817,42.9075823,-72.0625817,454,DUBLIN,NH,CHESHIRE COUNTY,02/17/1817,,3444
1817,39.1495517,-77.0269221,149,SANDY SPRING,MD,MONTGOMERY COUNTY,02/25/1817,,20860
1817,42.553683,-76.5385529,151,LUDLOWVILLE,NY,TOMPKINS COUNTY,03/01/1817,4/30/73,
1817,40.0370565,-74.6929368,22,JOBSTOWN,NJ,BURLINGTON COUNTY,03/15/1817,,8041
1817,38.3856488,-81.836241,186,SAINT ALBANS,WV,KANAWHA COUNTY,03/21/1817,,25177
1817,39.5400672,-82.4070986,226,LOGAN,OH,HOCKING COUNTY,04/02/1817,,43138
1817,39.6356154,-84.0707681,237,BELLBROOK,OH,GREENE COUNTY,04/14/1817,,45305
1817,41.6984319,-72.081465,85,SCOTLAND,CT,WINDHAM COUNTY,04/17/1817,,6264
1817,39.0728461,-83.3868573,264,SINKING SPRING,OH,HIGHLAND COUNTY,04/17/1817,,45172
1817,35.4817432,-86.0885993,323,MANCHESTER,TN,COFFEE COUNTY,04/23/1817,,37355
1817,42.4528571,-75.0637746,339,ONEONTA,NY,OTSEGO COUNTY,05/09/1817,,13820
1817,39.7687139,-76.679693,300,SHREWSBURY,PA,YORK COUNTY,05/16/1817,,17361
1817,38.7526166,-77.9638846,186,ORLEAN,VA,FAUQUIER COUNTY,05/27/1817,,20128
1817,38.5561663,-86.468321,190,PAOLI,IN,ORANGE COUNTY,06/21/1817,,47454
1817,,,,CRIMEA,VA,DINWIDDIE COUNTY,07/01/1817,07/25/1870,
1817,34.0237125,-91.3437303,54,ARKANSAS POST,AR,ARKANSAS COUNTY,07/05/1817,8/31/41,
1817,31.7579353,-88.0897308,55,COFFEEVILLE,AL,CLARKE COUNTY,07/10/1817,,36524
1817,36.8103931,-81.6295618,605,SEVEN MILE FORD,VA,SMYTH COUNTY,09/01/1817,11/16/02,24373
1817,41.2378318,-81.9315268,248,VALLEY CITY,OH,MEDINA COUNTY,09/18/1817,,44280
1817,39.8939823,-77.3588747,237,HILLTOWN,PA,BUCKS COUNTY,09/27/1817,,18927
1817,41.9995099,-78.2689024,443,CERES,NY,ALLEGANY COUNTY,10/25/1817,,14721
1817,43.0967495,-71.4650684,64,HOOKSETT,NH,MERRIMACK COUNTY,10/25/1817,9/25/64,
1817,31.5534949,-87.1602592,130,BURNT CORN,AL,MONROE COUNTY,10/26/1817,2/15/26,
1817,42.077565,-78.4297419,441,OLEAN,NY,CATTARAUGUS COUNTY,11/10/1817,,14760
1817,40.5186809,-78.3947359,354,ALTOONA,PA,BLAIR COUNTY,11/11/1817,,16603
1817,36.6676413,-78.3874978,108,BOYDTON,VA,MECKLENBURG COUNTY,11/16/1817,,23917
1817,37.7644952,-89.3350888,128,MURPHYSBORO,IL,JACKSON COUNTY,11/24/1817,,62966
1817,41.8531485,-74.1390329,111,STONE RIDGE,NY,ULSTER COUNTY,11/24/1817,00/00/1828,
1817,41.7589823,-74.357375,90,WAWARSING,NY,ULSTER COUNTY,11/24/1817,,12489
1817,41.5767603,-74.4871031,176,WURTSBORO,NY,SULLIVAN COUNTY,11/24/1817,,12790
1817,38.654795,-83.9646491,295,GERMANTOWN,KY,BRACKEN COUNTY,12/08/1817,,41044
1817,41.8995001,-79.8453298,385,UNION CITY,PA,ERIE COUNTY,12/13/1817,,16438
1817,35.3165257,-81.1761895,242,DALLAS,NC,GASTON COUNTY,12/24/1817,,28034
1818,40.2464511,-82.9115694,294,ROME,OH,ASHTABULA COUNTY,01/17/1818,,44085
1818,39.0384274,-80.467313,311,WESTON,WV,LEWIS COUNTY,01/17/1818,,26452
1818,33.9187373,-82.1737333,136,LIBERTY HILL,SC,KERSHAW COUNTY,01/19/1818,,29074
1818,39.5420455,-77.1080376,152,NEW WINDSOR,MD,CARROLL COUNTY,01/19/1818,,21776
1818,39.6411589,-85.1410748,251,CONNERSVILLE,IN,FAYETTE COUNTY,01/24/1818,,47331
1818,40.2722923,-81.6059541,244,NEWCOMERSTOWN,OH,TUSCARAWAS COUNTY,01/28/1818,,43832
1818,38.2731318,-83.9310355,301,MOOREFIELD,KY,NICHOLAS COUNTY,01/29/1818,1/3/04,40350
1818,40.1495133,-81.0662112,390,FLUSHING,OH,BELMONT COUNTY,01/30/1818,,43977
1818,,,,MIAMI,OH,HAMILTON COUNTY,01/31/1818,5/31/04,
1818,,,,GILMANTON IRON WORKS,NH,BELKNAP COUNTY,02/07/1818,,3837
1818,40.6542515,-76.9024752,128,DALMATIA,PA,NORTHUMBERLAND COUNTY,02/09/1818,,17017
1818,39.9242425,-79.8356029,317,NEW SALEM,PA,FAYETTE COUNTY,02/14/1818,,15468
1818,38.5798446,-77.9788854,136,RIXEYVILLE,VA,CULPEPER COUNTY,02/16/1818,,22737
1818,41.4273202,-72.2145238,57,CHESTERFIELD,CT,NEW LONDON COUNTY,02/17/1818,1/30/04,
1818,41.6109269,-73.7129076,115,BEEKMAN,NY,DUTCHESS COUNTY,02/18/1818,9/30/03,
1818,41.2528738,-73.2973394,121,EASTON,CT,FAIRFIELD COUNTY,02/20/1818,12/31/00,
1818,37.9747644,-87.5558482,118,EVANSVILLE,IN,VANDENBURGH COUNTY,02/20/1818,,47708
1818,42.8484003,-75.8543591,398,NEW WOODSTOCK,NY,MADISON COUNTY,02/23/1818,,13122
1818,43.409803,-70.9883973,137,MILTON,NH,STRAFFORD COUNTY,03/03/1818,,3851
1818,,,,TAYLORS STORE,VA,FRANKLIN COUNTY,03/11/1818,12/15/33,
1818,43.223953,-77.186092,135,WILLIAMSON,NY,WAYNE COUNTY,03/11/1818,,14589
1818,42.7570192,-74.330409,207,SLOANSVILLE,NY,SCHOHARIE COUNTY,03/13/1818,,12160
1818,37.8009714,-76.5696761,30,LITWALTON,VA,LANCASTER COUNTY,03/19/1818,9/30/60,
1818,40.5992324,-80.4728444,309,HOOKSTOWN,PA,BEAVER COUNTY,03/20/1818,,15050
1818,38.592563,-85.3177344,275,BEDFORD,KY,TRIMBLE COUNTY,03/23/1818,,40006
1818,,,,SULLIVAN,PA,TIOGA COUNTY,03/23/1818,8/31/04,
1818,43.0297887,-76.0043643,163,FAYETTEVILLE,NY,ONONDAGA COUNTY,04/10/1818,,13066
1818,41.7464652,-75.8982517,460,DIMOCK,PA,SUSQUEHANNA COUNTY,04/13/1818,,18816
1818,39.8289369,-84.8902383,299,RICHMOND,IN,WAYNE COUNTY,04/20/1818,,47374
1818,39.0770072,-84.1768795,181,BATAVIA,OH,CLERMONT COUNTY,04/24/1818,,45103
1818,40.7231401,-77.015815,172,MOUNT PLEASANT MILLS,PA,SNYDER COUNTY,04/30/1818,,17853
1818,43.146194,-71.2164524,159,DEERFIELD,NH,ROCKINGHAM COUNTY,05/05/1818,,3037
1818,42.4200726,-76.8488463,298,BURDETT,NY,SCHUYLER COUNTY,05/09/1818,,14818
1818,37.9336727,-85.3835654,219,FAIRFIELD,KY,NELSON COUNTY,05/18/1818,,40020
1818,39.0036537,-87.612802,137,PALESTINE,IL,CRAWFORD COUNTY,05/21/1818,,62451
1818,35.1143307,-77.8188683,44,ALBERTSON,NC,DUPLIN COUNTY,05/25/1818,,28508
1818,40.4575923,-76.2443944,177,REHRERSBURG,PA,BERKS COUNTY,05/27/1818,,19550
1818,40.8181483,-75.6726885,136,PARRYVILLE,PA,CARBON COUNTY,05/30/1818,,18244
1818,40.3823043,-77.4441543,215,PINE GROVE,PA,SCHUYLKILL COUNTY,05/30/1818,,17963
1818,42.32228,-79.5781027,227,WESTFIELD,NY,CHAUTAUQUA COUNTY,06/15/1818,,14787
1818,36.879305,-79.2416874,156,MARKHAM,VA,FAUQUIER COUNTY,06/20/1818,,22643
1818,39.0287239,-74.9385068,3,VILLAS,NJ,CAPE MAY COUNTY,06/20/1818,,8251
1818,37.8978275,-88.9314583,122,WEST FRANKFORT,IL,FRANKLIN COUNTY,06/22/1818,,62896
1818,35.2423023,-87.3347389,273,LAWRENCEBURG,TN,LAWRENCE COUNTY,06/23/1818,,38464
1818,42.5564517,-78.1527873,471,PIKE,NY,WYOMING COUNTY,07/04/1818,,14130
1818,43.2122851,-77.4299939,136,WEBSTER,NY,MONROE COUNTY,07/22/1818,,14580
1818,42.6659227,-71.5884018,75,PEPPERELL,MA,MIDDLESEX COUNTY,07/27/1818,,1463
1818,38.1211819,-85.9741324,222,ELIZABETH,IN,HARRISON COUNTY,08/01/1818,,47117
1818,43.3214646,-72.0359175,339,NEWBURY,NH,MERRIMACK COUNTY,09/26/1818,,3255
1818,42.6609026,-77.0538577,222,PENN YAN,NY,YATES COUNTY,09/26/1818,,14527
1818,42.7256184,-77.8741695,192,MOUNT MORRIS,NY,LIVINGSTON COUNTY,10/03/1818,,14510
1818,42.4520332,-72.5014759,139,LEVERETT,MA,FRANKLIN COUNTY,10/06/1818,,1054
1818,40.109818,-76.5032996,116,MOUNT JOY,PA,LANCASTER COUNTY,12/01/1818,,17552
1818,43.1378556,-72.5098115,142,SAXTONS RIVER,VT,WINDHAM COUNTY,12/02/1818,,5154
1818,43.1717435,-72.6062031,256,GRAFTON,VT,WINDHAM COUNTY,12/04/1818,,5146
1818,40.8623217,-73.6337389,7,GLEN COVE,NY,NASSAU COUNTY,12/12/1818,,11542
1818,34.79981,-87.677251,167,FLORENCE,AL,LAUDERDALE COUNTY,12/14/1818,,35630
1818,42.4098033,-74.1523599,196,OAK HILL,NY,GREENE COUNTY,12/19/1818,,12460
1818,37.8187439,-79.3192012,438,BLACKSBURG,VA,MONTGOMERY COUNTY,12/24/1818,,24060
1818,40.0870183,-79.7505971,308,PERRYOPOLIS,PA,FAYETTE COUNTY,12/24/1818,,15473
1818,40.1003509,-79.840601,233,FAYETTE CITY,PA,FAYETTE COUNTY,12/31/1818,,15438
1819,42.469238,-75.8929758,354,GEORGETOWN,NY,MADISON COUNTY,01/04/1819,,13072
1819,42.4773097,-72.6078667,60,SOUTH DEERFIELD,MA,FRANKLIN COUNTY,01/05/1819,,1373
